ListingKey,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,EstimatedReturn,BorrowerRate,ProsperRatingAlpha,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,InquiriesLast6Months,CurrentDelinquencies,DelinquenciesLast7Years,BankcardUtilization,IncomeRange,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,Recommendations,QuarterCreditPulled,LoanRange,Top5ListingCategory
34B535980974400531231A8,2013-12-23,36,Current,,0.09434,0.04929,0.0809,AA,8,Debt Consolidation,IL,Accountant/CPA,Employed,124,True,2013-12-23,700,719,14,12,40,0,0,0,0.62,"$100,000+",10000.0,0,10000,0,Q4,"(5000.0, 10000.0]",Debt Consolidation
34BB35893883024496662F5,2013-09-11,36,Current,,0.2129,0.08529,0.176,C,7,Debt Consolidation,MD,Executive,Employed,19,False,2013-09-11,660,679,6,6,44,3,0,8,0.16,"$100,000+",10000.0,0,4500,0,Q3,"(4000.0, 5000.0]",Debt Consolidation
10BC3490850656956BA3148,2010-08-01,36,Completed,2013-08-09,0.29265,0.1434,0.2575,D,8,Other,NY,Professional,Employed,3,False,2010-07-30,660,679,9,7,31,2,0,0,0.75,"$100,000+",10000.0,1,3000,0,Q3,"(999.999, 4000.0]",Other
2EB43599416431334B2A6D6,2014-01-22,36,Current,,0.07922,0.04261,0.0659,AA,10,Debt Consolidation,KS,Other,Employed,311,True,2014-01-22,740,759,12,11,46,2,0,0,0.45,"$100,000+",13750.0,0,10000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
2ECD354707259234475F078,2012-05-24,60,Current,,0.23318,0.1385,0.2085,B,8,Debt Consolidation,AZ,Other,Employed,187,True,2012-05-24,700,719,14,12,34,0,0,3,0.88,"$100,000+",17500.0,0,15000,0,Q2,"(10000.0, 15000.0]",Debt Consolidation
105A3472137249194D11EE3,2010-01-06,36,Completed,2012-11-19,0.21933,0.1177,0.197,C,9,Debt Consolidation,NY,Professional,Full-time,12,False,2009-12-29,640,659,10,9,13,2,0,0,0.34,"$100,000+",12500.0,0,5500,0,Q4,"(5000.0, 10000.0]",Debt Consolidation
2EA73596881900991971D30,2013-12-03,36,Current,,0.20217,0.07819,0.1655,C,6,Other,CA,Professional,Employed,1,False,2013-11-15,660,679,5,5,62,2,0,17,0.65,"$100,000+",11666.666667,0,15000,0,Q4,"(10000.0, 15000.0]",Other
11A236001770344120C6856,2014-01-21,36,Current,,0.09434,0.04929,0.0809,AA,8,Debt Consolidation,CO,Skilled Labor,Employed,308,True,2014-01-21,720,739,10,10,31,1,0,8,0.34,"$100,000+",10000.0,0,12000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
11BE35842473562903D159C,2013-07-20,60,Current,,0.16499,0.0836,0.1419,B,9,Debt Consolidation,CA,Nurse (RN),Employed,85,True,2013-07-20,800,819,6,6,18,0,0,0,0.69,"$100,000+",10000.0,0,30000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
30223602071250433F786E9,2014-02-12,36,Current,,0.14243,0.06499,0.1139,A,10,Debt Consolidation,NY,Clerical,Employed,15,False,2014-02-12,680,699,17,17,31,0,0,0,0.75,"$100,000+",11416.666667,1,11000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
11973532005986614640129,2011-11-12,36,Completed,2013-11-18,0.2951,0.1317,0.2599,D,6,Other,FL,Dentist,Employed,39,False,2011-11-12,700,719,10,10,34,0,0,0,0.99,"$100,000+",10000.0,0,10000,0,Q4,"(5000.0, 10000.0]",Other
306936024573363075E56A0,2014-02-15,60,Current,,0.15868,0.07192,0.1355,B,6,Debt Consolidation,NY,Sales - Commission,Self-employed,25,True,2014-01-21,720,739,21,20,55,0,0,0,0.72,"$100,000+",25000.0,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
09233589620788733CFB8CE,2013-09-25,36,Current,,0.19144,0.08215,0.155,B,3,Debt Consolidation,KY,Professional,Self-employed,78,True,2013-11-12,700,719,9,8,25,0,0,0,0.94,"$100,000+",13333.333333,0,15000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
30DA35695751043589AB773,2013-01-25,36,Current,,0.25013,0.0999,0.2124,C,4,Medical/Dental,OH,Executive,Employed,250,True,2013-01-25,660,679,24,24,58,1,0,0,0.89,"$100,000+",10083.333333,0,7500,0,Q1,"(5000.0, 10000.0]",Other
00A93571705469822AF1B6E,2013-02-22,36,Current,,0.21025,0.0912,0.1734,C,2,Home Improvement,CT,Executive,Employed,27,True,2013-02-22,700,719,20,18,50,1,0,0,0.76,"$100,000+",27500.0,1,12000,0,Q1,"(10000.0, 15000.0]",Home Improvement
094D3534821837880D65EB9,2011-12-20,12,Completed,2012-12-22,0.28918,0.0688,0.19,D,7,Other,GA,Professional,Employed,8,True,2011-12-08,700,719,14,14,48,1,0,0,0.96,"$100,000+",15000.0,0,2000,0,Q4,"(999.999, 4000.0]",Other
31693597083253967272470,2013-12-05,36,Current,,0.17611,0.07344,0.14,B,5,Debt Consolidation,OH,Executive,Employed,51,False,2013-12-05,700,719,6,6,31,1,0,0,0.72,"$100,000+",11666.666667,0,25000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
2C603585612812663DBE819,2013-08-09,60,Current,,0.14965,0.0748,0.1269,A,7,Debt Consolidation,IL,Analyst,Employed,216,True,2013-08-09,800,819,15,14,52,0,0,0,0.43,"$100,000+",10833.333333,0,19000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
410A3519266917711582802,2011-07-06,36,Completed,2013-01-04,0.30532,0.1414,0.2699,D,5,Other,CT,Professional,Self-employed,110,True,2011-07-06,740,759,8,8,21,0,0,0,0.78,"$100,000+",12500.0,0,7000,0,Q3,"(5000.0, 10000.0]",Other
411D3488346878909FEF3B2,2010-07-02,36,Completed,2012-04-06,0.11296,0.0608,0.092,A,9,Debt Consolidation,OK,Professional,Full-time,45,True,2010-07-01,720,739,10,7,34,1,0,0,0.75,"$100,000+",16666.666667,0,4700,0,Q3,"(4000.0, 5000.0]",Debt Consolidation
2C7D3580022526634A1961E,2013-06-06,36,Completed,2014-02-04,0.25013,0.0999,0.2124,C,8,Debt Consolidation,WV,Construction,Employed,220,True,2013-08-11,760,779,7,6,13,0,0,0,0.74,"$100,000+",10000.0,0,9000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
44BA3509292123970CE74FF,2011-03-10,36,Chargedoff,2013-01-18,0.35643,0.1487,0.3199,E,5,Debt Consolidation,NV,Other,Employed,15,True,2011-03-10,700,719,11,11,27,2,0,0,0.64,"$100,000+",11429.583333,0,7500,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
01033600510613987E738B1,2014-01-10,60,Current,,0.16969,0.07408,0.1465,B,7,Other,VA,Other,Employed,132,True,2014-01-10,700,719,10,9,23,0,0,0,0.76,"$100,000+",10833.333333,0,25000,0,Q1,"(15000.0, 35000.0]",Other
01043580087553342D9A449,2013-06-06,60,Current,,0.10878,0.0552,0.0869,AA,10,Auto,MD,Civil Service,Employed,84,True,2013-06-06,780,799,17,16,20,2,0,0,0.38,"$100,000+",14166.666667,1,3500,0,Q2,"(999.999, 4000.0]",Auto
09AD35918712001025AC1BD,2013-10-24,36,Current,,0.20524,0.07824,0.1685,C,3,Debt Consolidation,OH,Other,Employed,95,True,2013-12-16,680,699,9,9,25,0,0,0,0.99,"$100,000+",12916.666667,0,5000,0,Q4,"(4000.0, 5000.0]",Debt Consolidation
09CE359703430815642F6B0,2013-12-20,36,Current,,0.13189,0.06081,0.1039,A,7,Debt Consolidation,VA,Accountant/CPA,Employed,347,True,2013-12-20,700,719,9,7,17,1,0,0,0.97,"$100,000+",12500.0,0,20000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
44FB3579057138259A03111,2013-05-20,60,Current,,0.14965,0.0748,0.1269,A,9,Debt Consolidation,VA,Doctor,Employed,65,True,2013-05-20,700,719,19,17,80,5,1,0,0.4,"$100,000+",12500.0,2,10000,0,Q2,"(5000.0, 10000.0]",Debt Consolidation
013E3570006582421416CAD,2013-02-01,36,Current,,0.09333,0.051,0.0799,AA,10,Wedding Loans,TX,Other,Full-time,104,True,2013-02-01,740,759,14,12,30,0,0,0,0.79,"$100,000+",10000.0,1,6000,0,Q1,"(5000.0, 10000.0]",Other
00EC3604528464581EB9190,2014-03-06,60,Current,,0.14528,0.06491,0.1224,B,10,Debt Consolidation,NY,Other,Employed,27,False,2014-03-06,720,739,25,24,31,0,0,0,0.86,"$100,000+",13083.333333,2,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
010235774885928177EC84F,2013-05-07,36,Current,,0.2353,0.0975,0.1979,C,3,Debt Consolidation,CT,Other,Employed,67,True,2013-05-07,720,739,38,37,75,1,0,0,0.62,"$100,000+",14625.0,0,18000,0,Q2,"(15000.0, 35000.0]",Debt Consolidation
31D335889396146095E1939,2013-09-06,60,Current,,0.21935,0.08922,0.195,C,4,Debt Consolidation,TX,Other,Employed,296,True,2013-09-06,680,699,8,6,28,1,2,26,0.41,"$100,000+",10000.0,0,21000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
450F3573988257953846D1B,2013-03-29,36,Current,,0.30285,0.1093,0.2639,E,3,Debt Consolidation,PA,Executive,Employed,4,True,2013-03-29,640,659,10,8,50,0,0,4,0.82,"$100,000+",17500.0,0,3000,0,Q1,"(999.999, 4000.0]",Debt Consolidation
08A5359196612924149CC06,2013-10-16,36,Current,,0.12691,0.06153,0.099,A,10,Debt Consolidation,CA,Engineer - Electrical,Employed,116,False,2013-10-16,700,719,10,10,27,0,0,0,0.87,"$100,000+",11000.0,0,19000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
08D136012845127787DBF97,2014-01-28,36,Current,,0.13799,0.06388,0.1099,A,5,Debt Consolidation,MN,Nurse (RN),Employed,367,True,2014-01-28,720,739,30,27,53,1,0,0,0.23,"$100,000+",11333.333333,0,12000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
009D3584881012181C31459,2013-07-29,36,Current,,0.27285,0.1039,0.2346,D,4,Debt Consolidation,CA,Scientist,Employed,277,True,2013-07-29,660,679,2,2,23,0,5,31,0.0,"$100,000+",17500.0,0,8000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
3BC83601275934190566C97,2014-01-20,36,Current,,0.13799,0.06388,0.1099,A,10,Debt Consolidation,CA,Not Defined,Other,0,True,2014-01-20,680,699,17,15,31,2,0,0,0.19,"$100,000+",10833.333333,0,10000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
454F359502858630924B82C,2013-11-15,36,Current,,0.20984,0.08524,0.173,C,8,Large Purchases,WI,Truck Driver,Self-employed,77,False,2013-11-15,640,659,8,8,9,1,0,0,0.93,"$100,000+",18333.333333,2,15000,0,Q4,"(10000.0, 15000.0]",Other
091B3596837609725239239,2013-12-17,60,Current,,0.09367,0.04929,0.0809,AA,10,Other,IL,Other,Employed,80,True,2013-12-17,820,839,10,10,26,0,0,0,0.01,"$100,000+",15000.0,0,20000,0,Q4,"(15000.0, 35000.0]",Other
091E3598550637223643B05,2013-12-23,60,Current,,0.21832,0.08279,0.194,C,4,Debt Consolidation,CT,Nurse (RN),Employed,173,True,2013-12-23,660,679,14,14,39,1,0,14,0.54,"$100,000+",10000.0,0,15000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
00DB355736392162679A768,2012-09-13,60,Current,,0.17317,0.0997,0.1499,A,7,Debt Consolidation,TX,Executive,Employed,56,True,2012-10-18,700,719,26,25,47,3,0,0,0.59,"$100,000+",26666.666667,1,25000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
00F13534158626187686B3B,2011-12-19,36,Completed,2012-09-24,0.12528,0.0672,0.0974,A,8,Debt Consolidation,NY,Other,Employed,8,False,2011-12-19,680,699,8,8,27,0,0,0,0.45,"$100,000+",13333.333333,1,20500,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
32783591225843246C648CA,2013-10-04,36,Current,,0.13301,0.06462,0.105,A,5,Debt Consolidation,TX,Nurse (RN),Employed,23,True,2013-10-04,720,739,15,13,53,0,1,0,0.32,"$100,000+",10000.0,0,14000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
2C753603308658449A8BF18,2014-03-08,36,Current,,0.20051,0.07355,0.1635,C,3,Debt Consolidation,AR,Executive,Employed,16,True,2014-03-08,700,719,20,20,48,1,0,0,0.82,"$100,000+",16666.666667,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
2C7B3586796427455CA497C,2013-08-07,60,Past Due (61-90 days),,0.13942,0.0706,0.1169,A,7,Debt Consolidation,MA,Tradesman - Electrician,Employed,161,True,2013-08-07,740,759,9,9,30,3,0,0,0.6,"$100,000+",10416.666667,0,20000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
07FB35970598962377DCEA7,2013-12-15,36,Current,,0.12691,0.05879,0.099,A,10,Debt Consolidation,NJ,Analyst,Employed,21,True,2013-12-15,740,759,20,20,38,0,0,0,0.34,"$100,000+",15000.0,0,30000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
08303600024767220646878,2014-01-11,36,Current,,0.11563,0.05342,0.0879,A,7,Debt Consolidation,TN,Engineer - Electrical,Employed,223,True,2014-01-11,700,719,12,12,67,1,0,0,0.69,"$100,000+",11666.666667,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
083235967773321272C26B9,2013-12-10,36,Current,,0.11563,0.05342,0.0879,A,8,Home Improvement,TX,Professional,Employed,27,True,2013-12-10,700,719,12,8,37,3,0,0,1.0,"$100,000+",14166.666667,2,10000,0,Q4,"(5000.0, 10000.0]",Home Improvement
3C873545184700684837D05,2012-04-16,36,Completed,2012-09-19,0.21372,0.1074,0.1768,B,8,Taxes,AL,Professional,Employed,11,True,2012-04-16,760,779,12,11,31,4,0,1,0.33,"$100,000+",11250.0,0,15000,0,Q2,"(10000.0, 15000.0]",Other
3CA035926397373063D3C87,2013-10-14,60,Current,,0.22601,0.08976,0.2015,C,7,Debt Consolidation,WA,Executive,Employed,140,False,2013-10-14,680,699,5,4,40,2,0,11,0.12,"$100,000+",12500.0,0,15000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
00E83577552293068E85705,2013-05-02,60,Current,,0.29341,0.123,0.2672,D,2,Debt Consolidation,NE,Other,Employed,187,True,2013-06-09,680,699,9,9,32,5,0,0,0.91,"$100,000+",16333.333333,1,15000,0,Q2,"(10000.0, 15000.0]",Debt Consolidation
010835817016877113BB4BA,2013-06-29,60,Completed,2013-09-10,0.10878,0.0552,0.0869,AA,10,Debt Consolidation,NJ,Analyst,Employed,27,True,2013-06-29,780,799,12,9,32,2,0,0,0.3,"$100,000+",10000.0,2,10000,0,Q2,"(5000.0, 10000.0]",Debt Consolidation
373E355833482725577E16A,2012-09-25,36,Current,,0.24758,0.1103,0.2099,C,7,Debt Consolidation,NY,Investor,Employed,11,False,2012-09-25,720,739,10,7,12,0,0,0,0.36,"$100,000+",10000.0,0,15000,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
08BC3578623464934AD86C5,2013-05-21,60,Completed,2014-02-27,0.23052,0.1105,0.2059,C,4,Debt Consolidation,NJ,Accountant/CPA,Employed,1,True,2013-05-21,720,739,15,13,29,2,0,0,0.87,"$100,000+",12083.333333,0,25000,0,Q2,"(15000.0, 35000.0]",Debt Consolidation
3CE235396532238795731E7,2012-02-08,36,Current,,0.17359,0.0731,0.1449,B,8,Debt Consolidation,NY,Other,Employed,149,True,2012-02-08,700,719,13,12,34,0,0,0,0.91,"$100,000+",13333.333333,0,10000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
3CF93578474082698935D49,2013-05-06,60,Current,,0.18136,0.0905,0.1579,B,5,Home Improvement,GA,Professional,Employed,25,False,2013-05-06,680,699,5,5,24,2,0,10,0.38,"$100,000+",10833.333333,0,8000,0,Q2,"(5000.0, 10000.0]",Home Improvement
0936351686538361703AD7D,2011-05-22,36,Completed,2013-08-20,0.08331,0.0599,0.0799,AA,10,Debt Consolidation,GA,Other,Employed,51,True,2011-07-21,800,819,9,7,36,0,0,0,0.43,"$100,000+",10000.0,1,14000,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
00F23542786755903F30151,2012-04-01,36,Current,,0.12782,0.0567,0.0999,A,9,Debt Consolidation,WA,Other,Employed,96,False,2012-04-01,740,759,13,10,22,0,0,0,0.12,"$100,000+",12500.0,0,5000,0,Q2,"(4000.0, 5000.0]",Debt Consolidation
01133583100556270E8313B,2013-07-17,36,Completed,2013-12-10,0.15833,0.0749,0.1299,A,7,Debt Consolidation,CA,Truck Driver,Self-employed,13,False,2013-07-17,660,679,3,3,13,0,0,3,0.9,"$100,000+",12500.0,1,3500,0,Q3,"(999.999, 4000.0]",Debt Consolidation
467235179156901655F1C68,2011-06-20,60,Completed,2013-06-05,0.16289,0.1005,0.149,A,8,Home Improvement,FL,Doctor,Employed,13,True,2011-06-20,840,859,6,6,16,2,0,0,0.0,"$100,000+",12500.0,0,10170,0,Q2,"(10000.0, 15000.0]",Home Improvement
09E63522265887541441F1D,2011-07-26,36,Current,,0.22362,0.1147,0.1899,C,6,Debt Consolidation,IN,Executive,Full-time,178,True,2011-07-26,660,679,33,28,57,0,0,0,0.97,"$100,000+",14833.333333,1,2500,0,Q3,"(999.999, 4000.0]",Debt Consolidation
3D783597379918965D759B9,2013-12-22,36,Current,,0.12691,0.05879,0.099,A,6,Debt Consolidation,IL,Other,Employed,18,True,2013-12-22,700,719,23,22,50,1,0,0,0.6,"$100,000+",10000.0,0,6000,0,Q4,"(5000.0, 10000.0]",Debt Consolidation
31B03593571025138646A7D,2013-11-14,60,Current,,0.17174,0.08154,0.1485,B,10,Debt Consolidation,MA,Other,Employed,15,True,2013-11-14,720,739,10,8,25,0,0,0,0.92,"$100,000+",11250.0,0,26000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
0246359039060213719C861,2013-09-16,36,Current,,0.14816,0.07078,0.1199,A,8,Debt Consolidation,CA,Accountant/CPA,Employed,37,True,2013-09-16,680,699,11,11,13,0,0,0,0.55,"$100,000+",10833.333333,0,12000,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
3DB535502807309843298A3,2012-06-13,36,Current,,0.28851,0.115,0.2499,D,6,Taxes,NJ,Computer Programmer,Employed,180,True,2012-06-13,700,719,16,8,40,1,2,0,0.84,"$100,000+",10125.0,0,15000,0,Q2,"(10000.0, 15000.0]",Other
31E73581821737306240B83,2013-06-18,36,Current,,0.15833,0.0749,0.1299,A,7,Debt Consolidation,WA,Accountant/CPA,Employed,14,True,2013-06-18,720,739,13,12,45,0,0,0,0.7,"$100,000+",12500.0,0,20000,0,Q2,"(15000.0, 35000.0]",Debt Consolidation
02C13593990735104291C76,2013-11-04,36,Current,,0.2354,0.08926,0.198,C,4,Debt Consolidation,NJ,Military Officer,Employed,363,True,2013-11-04,700,719,19,19,45,0,0,0,0.95,"$100,000+",11666.666667,0,25000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
02D83496035473989B72C4C,2010-09-20,36,Completed,2013-01-09,0.13271,0.0662,0.1115,A,9,Debt Consolidation,MA,Executive,Employed,15,True,2010-09-13,740,759,13,13,29,2,0,0,0.74,"$100,000+",25000.0,0,10000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
3DDB3529203746470A549C5,2011-10-23,36,Chargedoff,2012-05-04,0.35132,0.1439,0.3149,E,5,Business,GA,Other,Employed,8,True,2011-10-23,680,699,6,5,29,2,0,1,0.63,"$100,000+",12000.0,0,6000,0,Q4,"(5000.0, 10000.0]",Business
322936002397657303F6DAD,2014-01-14,60,Current,,0.15425,0.07077,0.1314,B,10,Business,VA,Other,Employed,96,True,2014-01-14,700,719,12,11,57,1,0,0,0.62,"$100,000+",14333.333333,1,25000,0,Q1,"(15000.0, 35000.0]",Business
32373570011011359E21263,2013-01-22,36,Current,,0.19645,0.0868,0.1599,B,6,Boat,CA,Other,Employed,24,False,2013-01-22,660,679,19,15,37,4,0,0,0.83,"$100,000+",20833.333333,1,20000,0,Q1,"(15000.0, 35000.0]",Other
0A8F3595201741766C09C95,2013-12-03,60,Current,,0.13636,0.06499,0.1139,A,10,Home Improvement,AL,Professional,Employed,91,True,2013-12-03,740,759,16,16,35,1,0,0,0.13,"$100,000+",16666.666667,2,23695,0,Q4,"(15000.0, 35000.0]",Home Improvement
023035937561777024814A4,2013-11-07,60,Current,,0.22601,0.08976,0.2015,C,4,Home Improvement,PA,Construction,Employed,115,False,2013-11-07,720,739,9,9,10,3,0,0,0.25,"$100,000+",10000.0,0,15000,0,Q4,"(10000.0, 15000.0]",Home Improvement
7A43350749111898469912E,2011-02-17,12,Completed,2012-02-25,0.05927,0.0245,0.0499,AA,10,Other,VA,Computer Programmer,Employed,76,False,2011-02-17,820,839,3,3,12,0,0,0,0.03,"$100,000+",10833.333333,0,5000,0,Q1,"(4000.0, 5000.0]",Other
0A9C35867469452198E2C0B,2013-08-05,36,Current,,0.31032,0.1107,0.2712,E,2,Debt Consolidation,CA,Retail Management,Employed,84,False,2013-08-05,680,699,9,9,28,6,0,0,0.57,"$100,000+",12916.666667,0,4000,0,Q3,"(999.999, 4000.0]",Debt Consolidation
0AB23549902443369177B27,2012-06-04,36,Completed,2013-04-16,0.26681,0.1144,0.2287,D,6,Debt Consolidation,NY,Professional,Employed,48,False,2012-06-04,620,639,14,12,34,1,0,1,0.93,"$100,000+",10333.333333,1,15000,0,Q2,"(10000.0, 15000.0]",Debt Consolidation
328935795312325011A5168,2013-05-26,36,Current,,0.15833,0.0749,0.1299,A,8,Debt Consolidation,NY,Retail Management,Employed,56,True,2013-05-26,660,679,15,15,37,1,0,24,0.08,"$100,000+",10000.0,1,3000,0,Q2,"(999.999, 4000.0]",Debt Consolidation
024235771825404935C2E32,2013-04-17,60,Current,,0.13227,0.0666,0.1099,A,8,Debt Consolidation,CA,Computer Programmer,Employed,97,True,2013-04-17,780,799,13,13,31,1,0,0,0.66,"$100,000+",10416.666667,0,18500,0,Q2,"(15000.0, 35000.0]",Debt Consolidation
47CE35564722969211FDB9B,2012-09-08,60,Completed,2013-07-09,0.21392,0.1292,0.1897,B,8,Debt Consolidation,WA,Professional,Employed,181,True,2012-09-08,700,719,21,21,56,0,0,0,0.68,"$100,000+",10000.0,0,17500,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
0A0234768057499755C6F21,2010-02-10,36,Completed,2012-03-19,0.15894,0.1059,0.1374,A,9,Business,FL,Accountant/CPA,Self-employed,133,True,2010-02-02,760,779,9,9,33,2,0,0,0.71,"$100,000+",14166.666667,0,3000,0,Q1,"(999.999, 4000.0]",Business
01FF3576983535473F49EF9,2013-04-22,36,Current,,0.2878,0.1065,0.2492,D,2,Debt Consolidation,PA,Executive,Self-employed,442,True,2013-04-22,800,819,14,13,60,0,0,0,0.88,"$100,000+",16666.666667,0,4000,0,Q2,"(999.999, 4000.0]",Debt Consolidation
0A3435880030027306CD80B,2013-08-22,36,Current,,0.18725,0.0838,0.1509,B,7,Debt Consolidation,FL,Other,Employed,22,True,2013-08-22,780,799,19,15,33,2,0,0,0.38,"$100,000+",12916.666667,0,30000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
43983523885337721EA1498,2011-08-12,36,Chargedoff,2012-09-24,0.30532,0.1414,0.2699,D,6,Debt Consolidation,CA,Engineer - Electrical,Employed,37,True,2011-08-12,700,719,7,7,16,8,0,0,0.85,"$100,000+",11666.666667,0,10000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
020E3526008577032F83C13,2011-09-20,36,Past Due (31-60 days),,0.13413,0.0766,0.1129,A,8,Debt Consolidation,TN,Sales - Commission,Full-time,123,True,2011-09-20,700,719,14,13,45,0,0,0,0.79,"$100,000+",10000.0,3,13000,1,Q3,"(10000.0, 15000.0]",Debt Consolidation
02193462505246540CB083F,2009-09-14,36,Chargedoff,2011-06-02,0.15732,0.1043,0.1358,A,9,Home Improvement,CA,Professional,Full-time,23,True,2009-09-10,720,739,19,17,36,1,0,0,0.76,"$100,000+",13750.0,0,4500,0,Q3,"(4000.0, 5000.0]",Home Improvement
